customer_id,age,region,tenure,avg_monthly_spend,support_tickets,login_frequency,churn_flag
634,39,South,19,417.50697895282315,3,25,0
635,30,North,45,178.0530357933039,0,12,0
636,36,North,11,418.19300093671137,6,16,0
637,66,South,1,289.21975907199385,2,5,0
638,53,North,24,445.938204812522,5,16,0
639,29,West,54,308.6507994189868,1,15,0
640,58,South,7,63.35070037913292,8,13,1
641,36,South,25,353.9390933961901,0,12,0
642,29,South,21,70.1841056106059,5,5,0
643,26,West,15,252.7686585424103,5,2,0
644,24,South,1,468.2420125129013,4,13,0
645,45,West,12,124.34177270203257,4,13,0
646,31,South,58,225.44255882369484,0,14,0
647,48,East,7,378.4371389818153,9,7,0
648,69,North,15,447.0163502426814,4,28,0
649,36,East,21,351.9243521341285,1,14,0
650,64,North,19,166.17796438602613,6,21,0
651,33,West,29,353.5735338122973,2,28,0
652,22,East,25,183.5274384968405,3,26,0
653,52,South,33,373.29315341843085,2,12,0
654,29,North,49,479.31490741326826,2,16,0
655,42,North,32,374.6270529978297,3,20,0
656,69,East,49,438.29622631058555,4,23,0
657,38,West,35,50.94672942914754,0,2,0
658,53,East,44,372.90745612921745,3,27,0
659,40,West,38,423.31440058936266,7,5,0
660,33,West,26,68.25143189510663,9,4,1
661,56,North,11,442.2189772797038,6,21,1
662,62,East,35,165.5124027395206,8,25,0
663,59,East,8,349.38144589012484,4,16,0
664,56,West,46,410.159695560533,9,22,0
665,31,East,14,348.19903087670997,3,24,0
666,48,South,10,91.52815643296576,7,1,1
667,22,South,2,318.34468348716575,8,25,1
668,52,East,46,297.31264552496464,6,14,0
669,40,East,9,455.1445706334222,6,4,0
670,46,West,3,231.90787833989413,4,25,0
671,60,South,21,194.48649368917256,3,19,0
672,28,South,26,387.4328439964098,9,5,0
673,35,North,8,235.70389673752848,0,5,0
674,64,West,48,340.74327875227834,9,26,0
675,29,North,2,340.9025405560731,9,17,0
676,26,South,6,449.617578962053,6,17,0
677,27,West,28,319.4115810435938,0,3,0
678,61,East,53,275.96912448289413,0,16,0
679,34,West,29,112.49209687843265,4,24,0
680,55,East,26,102.08192300541742,8,13,1
681,24,East,25,119.44470437738572,5,13,0
682,63,West,12,127.33181659719253,2,12,0
683,30,East,5,337.04469169863523,2,6,0
684,57,North,34,383.44156262356034,6,11,0
685,59,South,48,288.4961853168884,5,22,0
686,26,East,37,423.057979645471,8,14,0
687,67,North,15,496.06845203013495,5,18,0
688,44,East,44,419.0056831037102,4,10,0
689,19,South,36,362.69706815418164,9,14,0
690,22,North,15,289.62171474671595,6,11,0
691,46,South,43,251.9838822536187,0,2,0
692,54,South,48,87.97657124504406,6,16,1
693,55,North,23,229.71593677761092,2,2,0
694,36,North,6,459.5605865519604,8,18,0
695,25,North,46,413.61018345794884,5,19,0
696,65,West,50,147.22311425525925,8,3,1
697,62,North,44,259.97350311374714,4,2,0
698,18,North,59,417.52544115134503,6,25,0
699,39,North,43,80.32304965348513,3,15,0
700,69,North,45,224.32666355089668,6,11,0
701,34,East,21,433.32855659327646,0,7,0
702,24,West,23,231.75403887655568,6,23,1
703,42,South,43,84.9265901291484,7,28,1
704,62,North,55,294.1404658395131,4,28,0
705,21,East,16,437.78412271323293,1,16,0
706,53,East,47,315.6284943289219,4,6,0
707,23,East,53,151.8255986964043,5,10,0
708,48,South,15,222.9078290618216,1,17,0
709,36,North,25,252.55551253186948,5,0,1
710,61,West,36,310.6698592192371,5,2,1
711,56,West,11,391.70796158867586,0,3,1
712,44,East,51,94.49312793828594,0,12,0
713,27,South,15,450.34341485790486,9,5,0
714,43,South,4,55.539366357234016,2,25,0
715,36,South,21,216.52355060341486,9,13,1
716,56,West,13,62.339139487695945,9,4,1
717,20,East,22,226.83840140538106,2,15,0
718,62,North,19,286.6156694929957,3,14,0
719,30,West,34,280.25662396168025,1,14,0
720,67,East,14,124.53275616271941,8,29,0
721,45,East,4,340.58322954302554,9,3,1
722,37,North,48,70.1503027271007,6,7,1
723,45,North,53,392.8580690595869,6,26,0
724,25,North,52,475.9899952970958,5,15,0
725,58,South,46,202.89597221800304,2,27,0
726,56,North,27,282.7577217714494,5,15,0
727,18,East,29,220.50962512646646,7,29,1
728,20,North,47,53.01967563682698,7,3,1
729,30,East,28,223.64352630280217,8,12,0
730,45,West,35,406.27411666760594,0,25,0
731,66,South,8,318.1949789825668,0,27,0
732,42,West,16,95.56696157682151,2,12,0
733,50,West,42,431.2127703622033,2,1,0
734,55,East,36,288.98840519835926,9,2,0
735,23,West,30,428.77551278510424,7,21,0
736,61,East,18,311.0996834532632,9,7,1
737,62,North,2,301.85980017707294,0,23,0
738,49,North,49,97.36663333865557,1,14,0
739,62,East,13,125.31187991238258,1,10,0
740,64,North,4,487.411365423466,2,8,0
741,38,South,26,152.81903603964685,5,6,0
742,33,West,25,489.85345309566554,0,12,0
743,38,South,30,289.3607179359185,1,1,1
744,28,West,11,111.10507117877171,0,7,0
745,54,North,7,94.68599123916184,4,6,0
746,53,South,31,143.988831817583,6,23,0
747,52,North,44,466.5367985114011,7,11,1
748,36,West,10,236.36760094770204,9,18,0
749,37,East,39,227.94542059681146,0,6,0
750,35,East,13,190.94281748157832,6,9,1
751,64,South,31,116.17783275496477,4,28,0
752,58,North,7,269.5330387365829,9,24,1
753,66,North,56,108.52150213001241,0,15,0
754,31,South,49,425.9661063720474,2,2,1
755,32,East,42,216.6786438238879,6,29,0
756,48,West,42,218.66160550180837,9,9,1
757,18,South,56,263.3028928174201,0,5,0
758,20,West,36,249.85747092458823,6,17,1
759,33,East,20,497.68608787669467,4,17,0
760,40,North,4,295.42150454823616,0,4,1
761,28,East,54,89.6907667054418,0,20,1
762,29,South,7,323.0948037096185,0,28,0
763,27,North,54,118.21293179144598,8,6,1
764,49,South,1,63.92194012910389,2,27,0
765,33,South,44,486.8339691547617,4,1,1
766,25,East,56,398.0925011905538,9,10,0
767,55,South,45,491.0490465861951,8,29,0
768,29,East,42,265.0453016100091,5,12,0
769,41,North,47,289.5158890170393,8,22,0
770,45,East,59,125.7516301636086,7,4,1
771,25,North,13,161.10834200041353,7,29,0
772,45,East,55,427.34714670627267,0,5,0
773,53,West,22,210.28354120291738,8,23,1
774,43,West,54,422.06673820838853,5,25,0
775,25,South,21,369.0561759291643,8,28,0
776,67,East,22,129.72691637233947,2,13,0
777,45,East,28,278.35086475388397,2,11,0
778,45,North,9,354.8242946834226,5,3,1
779,54,South,26,155.7667466617213,8,28,0
780,58,East,9,423.80982973403457,6,22,1
781,53,South,15,295.172445895334,2,5,0
782,44,West,10,124.35892269917144,2,9,0
783,34,East,24,312.3429917740711,1,17,0
784,26,East,58,499.87121187016135,8,14,0
785,50,South,57,117.7346712485361,2,7,0
786,37,East,42,417.5406185537876,4,25,0
787,30,South,8,143.28905143440107,8,8,0
788,45,East,24,402.0747482570393,7,4,1
789,65,North,16,380.56006540463596,1,9,0
790,46,South,49,185.22022352019457,2,19,0
791,30,East,26,196.62040290400242,1,5,0
792,63,West,27,406.6346263833136,7,15,1
793,52,East,37,257.65048034929066,5,23,0
794,23,West,4,378.86811292031393,5,26,0
795,35,West,50,116.59286631462564,8,2,0
796,68,North,24,433.65100185569906,7,9,0
797,22,South,19,369.8981225070436,3,10,0
798,64,East,36,458.12426397567526,3,10,0
799,42,North,39,109.56757056573761,8,16,1
800,19,East,10,316.85652516226895,0,3,1
801,27,West,25,319.6042632681463,1,3,1
802,47,South,18,209.0573332460521,1,16,0
803,67,East,19,256.309891056166,5,8,0
804,62,East,36,67.09170348043406,3,18,0
805,22,West,10,385.6370173821554,9,4,1
806,50,East,33,297.1951157314283,2,21,0
807,18,East,55,75.9834733411282,2,23,1
808,35,West,50,356.3401518322185,2,5,0
809,49,North,5,260.05193475403456,5,2,0
810,64,West,47,65.50756674125,7,21,0
811,66,North,49,486.3234770816429,6,0,0
812,28,South,35,477.1004643902482,3,19,0
813,38,North,44,280.80608726623893,3,21,0
814,43,North,34,92.15258931765959,9,15,1
815,42,South,33,389.5795497193663,1,22,0
816,39,North,55,271.3689950475781,0,10,0
817,44,West,21,186.10136523022095,8,12,0
818,66,North,17,271.1381798878506,1,26,0
819,30,South,22,285.099865432459,7,9,1
820,50,West,48,303.22026456005267,8,2,0
821,51,South,37,248.55067114489694,3,8,0
822,58,South,15,322.5898864125755,7,27,0
823,52,East,35,463.4306197728698,8,11,1
824,18,East,28,213.02063919436603,9,22,1
825,38,South,7,376.5724084489771,9,13,0
826,65,South,32,452.5036505709045,4,0,0
827,23,South,11,255.1906740919716,6,17,1
828,45,East,10,249.55512637185686,9,16,0
829,34,East,9,320.95264340965076,3,26,0
830,22,North,14,316.13304174011967,0,8,0
831,48,North,13,412.9652040468246,2,8,0
832,22,South,57,264.4175227002317,4,22,0
833,55,West,25,498.2553273377485,2,9,0
834,20,West,2,76.76220599027636,6,18,0
835,40,East,35,51.42553186131578,8,28,1
836,54,East,7,338.0892402018307,5,14,0
837,54,East,21,184.2957105628445,9,4,0
838,27,South,18,158.17207491476773,0,14,0
839,27,West,3,190.3545860019262,6,19,0
840,36,North,42,165.22140429722944,2,22,0
841,34,South,54,63.85552234720153,4,29,0
842,38,North,39,487.18986907576493,9,24,1
843,31,North,41,149.33546980375178,3,27,0
844,26,South,49,380.31339316518785,9,1,1
845,63,North,11,393.1683776123789,4,12,0
846,18,West,39,468.1658291032532,4,23,0
847,68,North,24,63.747255692020985,5,15,1
848,62,West,46,442.42175230115345,9,14,0
849,30,West,19,287.2517813779101,9,24,0
850,21,West,4,334.64484948462257,5,9,0
851,18,East,26,340.01162470446513,7,13,1
852,66,North,38,418.9090122431274,7,9,1
853,57,South,42,200.03329497159973,8,24,1
854,49,South,32,379.87303543699704,7,13,1
855,51,North,39,287.8601493749887,1,25,0
856,45,East,45,407.0273064374065,9,29,0
857,48,East,46,495.74571474656005,0,22,0
858,25,West,36,140.29295783169255,9,8,0
859,56,North,40,497.59188870199904,1,24,0
860,43,North,37,90.4154694272483,1,13,1
861,51,South,33,51.04289655716624,2,2,1
862,20,North,36,69.87287128002407,9,19,0
863,67,East,3,203.80208213154276,6,15,1
864,29,North,9,334.80784880529535,1,1,1
865,18,South,8,81.06329339953234,0,9,0
866,61,West,33,52.54961653830527,5,2,1
867,22,South,59,471.69096280645766,8,10,0
868,47,South,6,419.8669861729683,2,10,0
869,47,West,41,414.132427012564,5,20,0
870,34,South,39,447.9909239758897,2,20,0
871,65,South,4,365.01542274744696,0,21,0
872,64,North,13,96.98185838663665,4,12,0
873,40,North,49,229.59508463317536,9,6,1
874,32,West,2,375.4172689090833,3,22,0
875,54,North,5,176.1505073561844,6,16,1
876,38,North,44,359.3328638613069,5,29,0
877,31,South,27,61.02430172044356,9,1,1
878,19,East,32,187.76180339581694,6,11,1
879,28,North,21,297.1086513247277,4,24,0
880,68,East,8,334.44042327780903,3,9,0
881,56,North,38,309.66829900785984,6,17,0
882,55,North,8,363.9903242330433,6,21,1
883,51,West,50,52.73993670792758,5,26,0
884,55,West,3,95.42353998988467,7,10,0
885,67,West,54,441.02491352561526,3,15,0
886,51,East,44,356.78688984057254,9,16,0
887,35,South,58,100.81923920870508,4,18,0
888,47,North,3,428.93349682936065,3,17,0
889,32,North,22,159.0040480210551,0,2,0
890,44,North,6,265.21694788785055,7,20,0
891,68,East,2,115.33843079809714,0,26,0
892,51,West,23,369.549525389768,4,25,0
893,69,South,44,350.08448945642056,5,15,0
894,55,East,2,145.00061202476127,5,5,0
895,50,West,38,438.5303450856508,4,24,0
896,41,East,17,230.58771089887048,2,11,0
897,32,South,35,181.6317909818338,4,10,0
898,47,West,34,118.54831525904095,7,14,0
899,59,East,23,169.77560563199185,1,14,0
900,68,South,30,59.91211455071765,5,15,0
901,34,North,52,312.465871605252,8,9,0
902,22,South,8,429.0038358547766,7,11,0
903,46,North,22,297.04120224873884,7,27,0
904,21,East,44,148.67328286574406,7,12,1
905,27,West,58,65.15113019624272,6,3,1
906,34,West,36,146.5826329664613,7,6,0
907,27,East,5,237.25464263199154,5,21,0
908,34,West,13,391.82514291490844,1,1,0
909,37,West,29,134.52928364199835,1,25,0
910,41,North,31,373.9061540096087,7,26,0
911,22,East,47,440.1200607583477,0,26,0
912,51,South,57,254.27608164876068,5,26,0
913,23,North,55,419.64439623916695,5,14,0
914,19,East,16,299.595806615793,3,7,0
915,30,North,42,336.69087668640725,9,6,0
916,60,South,30,286.8253071521912,2,14,0
917,60,South,57,258.4277225381038,2,22,0
918,65,East,55,155.59404879913222,0,13,0
919,28,South,16,186.43732675747071,2,7,0
920,68,North,12,180.48655352462407,3,27,0
921,64,South,17,303.4800189292166,4,11,0
922,40,North,16,103.97916186075047,2,12,0
923,33,North,12,462.5562608160508,5,29,0
924,48,South,8,374.29481537740094,4,10,0
925,28,East,20,230.65053391093713,2,16,0
926,33,West,3,121.38086503687008,5,28,0
927,25,South,16,446.89647637473615,5,16,0
928,21,North,30,420.70014054552433,7,23,0
929,57,North,45,374.7746987227307,1,3,0
930,21,South,23,172.19617133505906,0,20,0
931,42,East,28,231.10098684515103,3,7,0
932,20,East,51,96.23671360359052,6,4,1
933,49,North,40,135.06778612738927,9,25,0
934,20,North,54,402.3574867925298,2,15,0
935,44,East,5,371.7674234828077,2,3,0
936,46,West,20,317.0685933391706,4,27,0
937,49,South,40,453.0770266667778,4,21,0
938,67,North,56,312.4699330158704,9,28,1
939,68,North,44,260.13559998362484,2,14,0
940,36,East,1,203.16683583759323,8,11,0
941,38,South,57,473.20182758127766,3,4,1
942,22,East,30,87.22195768595907,2,29,1
943,35,South,21,468.89931742736377,1,22,0
944,45,South,20,422.02159696895825,9,15,0
945,59,South,6,108.46846604106558,8,13,1
946,39,North,22,304.2429609538641,3,9,0
947,38,West,18,439.9465917870891,2,6,0
948,23,East,8,307.3141236232192,6,12,0
949,18,West,39,458.23991970228,7,19,0
950,22,East,32,474.3427175672191,1,27,0
951,58,South,33,240.07303498293766,6,28,0
952,29,North,53,219.79114763284562,4,4,0
953,43,West,16,471.34451928612054,4,28,0
954,63,North,12,353.81302751735063,2,2,1
955,51,East,38,102.21020660667618,4,14,0
956,66,North,52,69.03128715020654,1,3,1
957,31,North,34,304.0830729487684,3,14,0
958,43,West,14,468.5769344472911,5,13,0
959,62,South,36,429.9119160826183,0,19,0
960,44,North,33,354.1314859089514,9,18,0
961,26,South,23,112.60213200098939,3,12,0
962,43,East,50,164.404122686913,5,9,0
963,64,North,45,443.98005194867727,8,20,0
964,39,West,2,132.26325649560522,1,4,0
965,64,East,41,175.29773371269556,6,26,1
966,47,East,21,108.32029303794889,5,22,0
967,60,West,2,354.248704136485,1,19,0
968,65,North,27,474.7920374134443,7,28,0
969,34,North,57,171.0356142179237,6,19,0
970,43,East,9,263.9329735325332,4,24,0
971,53,North,1,335.45288287004195,4,5,0
972,18,South,11,499.7598116970338,6,3,1
973,25,West,3,97.16362924890745,8,1,1
974,66,South,52,274.3568597775691,8,21,1
975,52,North,23,223.30405395612502,8,15,0
976,69,East,26,439.6190743500598,5,17,0
977,32,West,4,264.1854789552451,9,4,1
978,64,North,18,99.93988606331664,5,21,0
979,39,North,55,335.4908653789626,2,3,0
980,31,East,6,396.8512782187459,0,29,0
981,43,East,35,51.296563249526564,6,12,1
982,45,South,22,436.53050843928327,3,18,0
983,40,West,43,133.71035000254955,0,22,0
984,31,West,15,298.43121409402005,7,1,0
985,41,East,22,237.10887530935256,5,12,0
986,19,South,37,373.8442174747387,5,10,0
987,62,West,52,217.02272665358382,1,29,0
988,43,East,42,441.39342950676985,0,21,0
989,31,North,12,378.7233624314556,1,28,0
990,68,West,47,341.47092697831465,3,3,1
991,24,South,49,408.30826800328447,1,21,0
992,20,South,42,389.310365717772,0,19,0
993,64,South,38,66.172403714699,6,19,0
994,40,North,18,227.63045923017265,7,14,1
995,63,West,45,468.8632837924204,5,3,1
996,60,West,35,106.5759210465018,3,8,0
997,64,North,30,381.69344769442307,5,6,0
998,62,West,24,488.56631510089835,2,18,0
999,35,North,42,73.48938307023724,7,18,0
1000,55,North,30,356.9872462819747,9,5,0
